url,location,floor,floors_count,rooms_count,price,year_of_construction,house_material_type,finish_type,living_meters,kitchen_meters,district,street,house_number,underground
https://likino-dulyovo.cian.ru/sale/flat/308466626/,Ликино-Дулёво,8,9,3,3800000,1969,,,33 м²,7 м²,Ликино-Дулево, Калинина,10А,
https://likino-dulyovo.cian.ru/sale/flat/308054428/,Ликино-Дулёво,6,9,3,4450000,0,,,,,Ликино-Дулево,Почтовая ,12,
https://likino-dulyovo.cian.ru/sale/flat/304833257/,Ликино-Дулёво,2,2,3,4590000,1953,,,"37,8 м²","6,3 м²",Ликино-Дулево,Коммунистическая ,23,
https://likino-dulyovo.cian.ru/sale/flat/304030135/,Ликино-Дулёво,4,5,3,7000000,1981,,,76 м²,,Ликино-Дулево, Степана Морозкина,3,
https://likino-dulyovo.cian.ru/sale/flat/305646510/,Ликино-Дулёво,1,2,3,5000000,1934,,,,10 м²,Ликино-Дулево, Кирова,64,
https://likino-dulyovo.cian.ru/sale/flat/305840825/,Ликино-Дулёво,6,9,3,4500000,1970,,,"43,8 м²",7 м²,Ликино-Дулево,Почтовая ,16,
https://likino-dulyovo.cian.ru/sale/flat/211721750/,Ликино-Дулёво,5,5,3,3900000,1970,,,41 м²,"6,9 м²",Ликино-Дулево,Юбилейная ,1,
https://www.cian.ru/sale/flat/266615228/,Ликино-Дулёво,2,2,2,2850000,1962,,,29 м²,"4,8 м²",Электрогорск, Ленина,66,
https://www.cian.ru/sale/flat/308517048/,Ликино-Дулёво,5,9,1,2940000,0,,,18 м²,9 м²,Электрогорск, Советская,42,
https://elektrostal.cian.ru/sale/flat/307805291/,Электросталь,4,4,2,3400000,1963,,,28 м²,"5,5 м²",мкр. Северный,проспект Ленина,4а,
https://www.cian.ru/sale/flat/300344532/,Ликино-Дулёво,1,2,2,3500000,0,,,30 м²,6 м²,Электрогорск, Классона,11,
https://www.cian.ru/sale/flat/304467147/,Ликино-Дулёво,1,3,1,3400000,0,,,15 м²,8 м²,Электрогорск, Ленина,14А,
https://pavlovsky-posad.cian.ru/sale/flat/302117642/,,1,5,2,3600000,0,,,30 м²,6 м²,Павловский Посад, Кирова,48,
https://orekhovo-zuyevo.cian.ru/sale/flat/308404104/,Орехово-Зуево,2,2,2,3299000,1958,,,"32,8 м²","8,6 м²",Орехово-Зуево,Аэродромная ,16,
https://lyubertsy.cian.ru/sale/flat/308678545/,Люберцы,4,4,1,4000000,1964,,,"18,7 м²",6 м²,Октябрьский рп, Комсомольская,11,
https://reutov.cian.ru/sale/flat/307567637/,Реутов,3,5,2,8690000,1971,,,28 м²,6 м²,,Советская ,25,Реутов
https://dzerzhinsky.cian.ru/sale/flat/308609691/,Дзержинский,2,5,2,6300000,1966,,,"25,8 м²",6 м²,, Бондарева,27,Котельники
https://lobnya.cian.ru/sale/flat/307641328/,Лобня,6,17,1,6000000,2014,,,"15,6 м²","9,4 м²",,Молодежная ,14Б,Лобня
https://fryazino.cian.ru/sale/flat/307565817/,,14,16,2,7000000,2009,,,"34,1 м²","11,9 м²",Фрязино, Горького,2,
https://krasnogorsk.cian.ru/sale/flat/307960275/,Красногорск,1,3,3,9000000,2005,,,42 м²,23 м²,д. Сабурово, Северная,44,
https://solnechnogorsk.cian.ru/sale/flat/299181648/,Солнечногорск,6,9,1,2700000,2024,,Без отделки,"9,7 м²",5 м²,,,,
https://ivanteyevka.cian.ru/sale/flat/301563548/,Ивантеевка,8,18,2,6300000,0,,,24 м²,11 м²,Ивантеевка, Прокудина,2,
https://losino-petrovskiy.cian.ru/sale/flat/307339394/,Лосино-Петровский,8,17,1,3500000,2023,,,"16,2 м²","9,4 м²",Лосино-Петровский, Чехова,20,
https://losino-petrovskiy.cian.ru/sale/flat/308933191/,Лосино-Петровский,16,16,1,3700000,1979,,,16 м²,7 м²,Лосино-Петровский,Первомайская ,11,
https://losino-petrovskiy.cian.ru/sale/flat/307964685/,Лосино-Петровский,3,5,1,2500000,1977,,,"11,6 м²",5 м²,Лосино-Петровский, Гоголя,4,
https://losino-petrovskiy.cian.ru/sale/flat/305357174/,Лосино-Петровский,12,17,1,4050000,0,,,,,Лосино-Петровский, Пушкина,8,
https://losino-petrovskiy.cian.ru/sale/flat/307528036/,Лосино-Петровский,9,9,1,3300000,1995,,,"14,1 м²","6,8 м²",Лосино-Петровский, 7 Ноября,5,
https://losino-petrovskiy.cian.ru/sale/flat/301512979/,Лосино-Петровский,4,5,1,3100000,1968,,,20 м²,5 м²,Лосино-Петровский, Гоголя,24,
https://losino-petrovskiy.cian.ru/sale/flat/306774556/,Лосино-Петровский,4,9,1,4300000,0,,,"20,8 м²",10 м²,Лосино-Петровский, Пушкина,4,
https://losino-petrovskiy.cian.ru/sale/flat/308824175/,Лосино-Петровский,9,14,1,3897889,2022,,,,"8,5 м²",Лосино-Петровский, Кирова,4А,
https://losino-petrovskiy.cian.ru/sale/flat/308646352/,Лосино-Петровский,2,4,1,4100000,1961,,,,6 м²,Лосино-Петровский, Горького,16,
https://losino-petrovskiy.cian.ru/sale/flat/304827188/,Лосино-Петровский,4,4,1,3300000,1960,,,15 м²,6 м²,Лосино-Петровский, Горького,3,
https://losino-petrovskiy.cian.ru/sale/flat/307914818/,Лосино-Петровский,5,5,1,3150000,0,,,"16,5 м²","6,6 м²",Лосино-Петровский, Горького,21,
https://losino-petrovskiy.cian.ru/sale/flat/286258751/,Лосино-Петровский,2,17,1,3590000,0,,,18 м²,,Лосино-Петровский, Пушкина,8,
https://losino-petrovskiy.cian.ru/sale/flat/308696805/,Лосино-Петровский,9,9,1,4850000,2007,,,19 м²,12 м²,Лосино-Петровский, Пушкина,4,
https://losino-petrovskiy.cian.ru/sale/flat/290934607/,Лосино-Петровский,3,5,1,3200000,1982,,,16 м²,6 м²,Лосино-Петровский,Октябрьская ,13,
https://losino-petrovskiy.cian.ru/sale/flat/304580187/,Лосино-Петровский,4,5,1,2700000,0,,,,,Лосино-Петровский, Гоголя,20,
https://losino-petrovskiy.cian.ru/sale/flat/308790630/,Лосино-Петровский,1,5,1,3300000,1972,,,"17,2 м²",6 м²,Лосино-Петровский, Горького,23,
https://losino-petrovskiy.cian.ru/sale/flat/308716754/,Лосино-Петровский,2,4,1,4100000,1961,,,19 м²,6 м²,Лосино-Петровский, Горького,16,
https://losino-petrovskiy.cian.ru/sale/flat/304282505/,Лосино-Петровский,12,17,1,3450000,2023,,,"15,2 м²",9 м²,Лосино-Петровский, Чехова,20,
https://losino-petrovskiy.cian.ru/sale/flat/298735991/,Лосино-Петровский,4,17,1,3400000,0,,,17 м²,8 м²,Лосино-Петровский, Чехова,20,
https://losino-petrovskiy.cian.ru/sale/flat/303466251/,Лосино-Петровский,9,17,1,4250000,2012,,,"16,5 м²","10,1 м²",Лосино-Петровский,бульвар Петровский,6А,
https://losino-petrovskiy.cian.ru/sale/flat/298397572/,Лосино-Петровский,13,16,1,4999000,2022,,,17 м²,"8,5 м²",Лосино-Петровский, Кирова,4А,
https://losino-petrovskiy.cian.ru/sale/flat/308158366/,Лосино-Петровский,2,5,1,3850000,0,,,,,Лосино-Петровский,Октябрьская ,16,
https://losino-petrovskiy.cian.ru/sale/flat/300051006/,Лосино-Петровский,1,5,1,3700000,1975,,,"18,9 м²","5,2 м²",Лосино-Петровский, Чехова,4,
https://losino-petrovskiy.cian.ru/sale/flat/303158214/,Лосино-Петровский,5,9,1,5200000,2010,,,18 м²,12 м²,Лосино-Петровский, Пушкина,6,
https://losino-petrovskiy.cian.ru/sale/flat/301903669/,Лосино-Петровский,5,5,1,2700000,1975,,,13 м²,5 м²,Лосино-Петровский, Чехова,4,
https://losino-petrovskiy.cian.ru/sale/flat/307062838/,Лосино-Петровский,10,17,1,5200000,0,,,16 м²,9 м²,Лосино-Петровский,Нагорная ,5К1,
https://losino-petrovskiy.cian.ru/sale/flat/306941344/,Лосино-Петровский,3,5,2,3850000,1975,,,"26,6 м²",6 м²,,,,
https://losino-petrovskiy.cian.ru/sale/flat/305598399/,Лосино-Петровский,3,4,2,6450000,2014,,,,24 м²,Лосино-Петровский,Почтовый переулок,1,
https://losino-petrovskiy.cian.ru/sale/flat/308091631/,Лосино-Петровский,6,17,2,4200000,2023,,,"28,2 м²",9 м²,Лосино-Петровский, Чехова,20,
https://losino-petrovskiy.cian.ru/sale/flat/303756471/,Лосино-Петровский,2,4,2,3650000,1960,,,27 м²,6 м²,Лосино-Петровский, Горького,6,
https://losino-petrovskiy.cian.ru/sale/flat/304541728/,Лосино-Петровский,3,3,2,5250000,0,,,,,Лосино-Петровский,Почтовый переулок,1/1,
https://losino-petrovskiy.cian.ru/sale/flat/296020525/,Лосино-Петровский,2,2,2,2565235,0,,,23 м²,8 м²,Лосино-Петровский, Чехова,5,
https://losino-petrovskiy.cian.ru/sale/flat/305350622/,Лосино-Петровский,2,5,2,4900000,1973,,,"28,8 м²",9 м²,Лосино-Петровский,Октябрьская ,16,
https://losino-petrovskiy.cian.ru/sale/flat/306361314/,Лосино-Петровский,3,4,2,4100000,1960,,,30 м²,6 м²,Лосино-Петровский, Горького,6,
https://losino-petrovskiy.cian.ru/sale/flat/305924465/,Лосино-Петровский,5,5,2,3999000,0,,,29 м²,"6,4 м²",Лосино-Петровский, Гоголя,26,
https://losino-petrovskiy.cian.ru/sale/flat/298127139/,Лосино-Петровский,10,16,2,5200000,2022,,,"30,9 м²","12,2 м²",Лосино-Петровский, Кирова,4А,
https://losino-petrovskiy.cian.ru/sale/flat/307938364/,Лосино-Петровский,4,16,2,4950000,0,,,24 м²,6 м²,Лосино-Петровский,Первомайская ,13,
https://losino-petrovskiy.cian.ru/sale/flat/308460954/,Лосино-Петровский,2,5,2,3900000,1967,,,28 м²,6 м²,Лосино-Петровский, Ленина,15/1,
https://losino-petrovskiy.cian.ru/sale/flat/308514750/,Лосино-Петровский,1,16,2,5750000,1978,,,,6 м²,Лосино-Петровский,Первомайская ,9,
https://losino-petrovskiy.cian.ru/sale/flat/308719056/,Лосино-Петровский,14,14,2,6500000,0,,,"30,5 м²","8,3 м²",Лосино-Петровский, Пушкина,6,
https://losino-petrovskiy.cian.ru/sale/flat/298111622/,Лосино-Петровский,3,3,2,4600000,2019,,,,,Лосино-Петровский,Почтовый переулок,1к2,
https://losino-petrovskiy.cian.ru/sale/flat/307444211/,Лосино-Петровский,1,3,2,4550000,2019,,,"34,8 м²","10,5 м²",Лосино-Петровский,Почтовый переулок,1к2,
https://losino-petrovskiy.cian.ru/sale/flat/308940652/,Лосино-Петровский,2,3,2,4500000,0,,,,10 м²,Лосино-Петровский,Почтовый переулок,1к2,
https://losino-petrovskiy.cian.ru/sale/flat/308847907/,Лосино-Петровский,13,17,2,4050000,2023,,,27 м²,8 м²,Лосино-Петровский, Чехова,20,
https://losino-petrovskiy.cian.ru/sale/flat/295069557/,Лосино-Петровский,5,5,2,4300000,1970,,,26 м²,6 м²,Лосино-Петровский, Строителей,9,
https://losino-petrovskiy.cian.ru/sale/flat/307099438/,Лосино-Петровский,10,17,2,7300000,0,,,40 м²,10 м²,Лосино-Петровский,бульвар Петровский,6А,
https://losino-petrovskiy.cian.ru/sale/flat/302223069/,Лосино-Петровский,2,4,2,4990000,1954,,,28 м²,9 м²,Лосино-Петровский,Октябрьская ,1,
https://losino-petrovskiy.cian.ru/sale/flat/307755511/,Лосино-Петровский,3,9,2,6100000,0,,,28 м²,"7,8 м²",Лосино-Петровский,Нагорная ,3,
https://losino-petrovskiy.cian.ru/sale/flat/307455665/,Лосино-Петровский,1,9,2,5500000,1991,,,"33,6 м²","7,7 м²",Лосино-Петровский, Кирова,6,
https://losino-petrovskiy.cian.ru/sale/flat/307568898/,Лосино-Петровский,3,3,2,5290000,2017,,,28 м²,10 м²,Лосино-Петровский,Почтовый переулок,1/1,
https://losino-petrovskiy.cian.ru/sale/flat/306109720/,Лосино-Петровский,2,3,3,9300000,2017,,,"37,9 м²","12,4 м²",Лосино-Петровский,Почтовый переулок,1,
https://losino-petrovskiy.cian.ru/sale/flat/293916180/,Лосино-Петровский,2,3,3,4500000,1931,,,"63,5 м²",9 м²,Лосино-Петровский,Октябрьская ,7к1,
https://losino-petrovskiy.cian.ru/sale/flat/309040008/,Лосино-Петровский,2,5,3,5000000,0,,,,6 м²,Лосино-Петровский, Гоголя,12,
https://losino-petrovskiy.cian.ru/sale/flat/301630071/,Лосино-Петровский,15,17,3,5700000,2012,,,,6 м²,Лосино-Петровский,бульвар Петровский,6А,
https://losino-petrovskiy.cian.ru/sale/flat/298127273/,Лосино-Петровский,15,16,3,6300000,2022,,,"44,7 м²","9,2 м²",Лосино-Петровский, Кирова,4А,
https://losino-petrovskiy.cian.ru/sale/flat/308339751/,Лосино-Петровский,3,5,3,5100000,0,,,,,Лосино-Петровский, Гоголя,24,
https://losino-petrovskiy.cian.ru/sale/flat/307729358/,Лосино-Петровский,6,16,3,6700000,1978,,,42 м²,"8,5 м²",Лосино-Петровский,Первомайская ,9,
https://losino-petrovskiy.cian.ru/sale/flat/308257796/,Лосино-Петровский,1,4,3,5800000,1952,,,"43,9 м²","8,4 м²",Лосино-Петровский,Октябрьская ,3,
https://losino-petrovskiy.cian.ru/sale/flat/302251993/,Лосино-Петровский,2,9,3,8900000,2010,,,"55,6 м²",12 м²,Лосино-Петровский, Пушкина,6,
https://losino-petrovskiy.cian.ru/sale/flat/292696162/,Лосино-Петровский,15,17,3,7000000,2021,,,34 м²,"14,5 м²",Лосино-Петровский, Пушкина,8,
https://losino-petrovskiy.cian.ru/sale/flat/304727979/,Лосино-Петровский,7,9,3,7200000,1982,,,"38,9 м²","8,5 м²",Лосино-Петровский,Нагорная ,1,
https://losino-petrovskiy.cian.ru/sale/flat/302295689/,Лосино-Петровский,1,5,3,6000000,1968,,,"41,4 м²",6 м²,Лосино-Петровский, Ленина,21,
https://losino-petrovskiy.cian.ru/sale/flat/296516862/,Лосино-Петровский,4,4,3,5250000,0,,,"46,7 м²",9 м²,Лосино-Петровский,Октябрьская ,8,
https://losino-petrovskiy.cian.ru/sale/flat/301793799/,Лосино-Петровский,1,1,3,4634960,0,,,"43,7 м²",9 м²,Лосино-Петровский, Победы,50,
https://losino-petrovskiy.cian.ru/sale/flat/308176966/,Лосино-Петровский,2,9,3,8050000,1982,,,"38,3 м²","8,3 м²",Лосино-Петровский,Нагорная ,1,
https://losino-petrovskiy.cian.ru/sale/flat/303054485/,Лосино-Петровский,3,5,3,6000000,1972,,,36 м²,"5,7 м²",Лосино-Петровский, Горького,17,
https://losino-petrovskiy.cian.ru/sale/flat/298263183/,Лосино-Петровский,1,3,3,6400000,1931,,,"52,3 м²",8 м²,Лосино-Петровский, Кирова,4,
https://losino-petrovskiy.cian.ru/sale/flat/305966990/,Лосино-Петровский,3,5,3,7777777,0,,,"50,6 м²","8,6 м²",Лосино-Петровский,Октябрьская ,9,
https://losino-petrovskiy.cian.ru/sale/flat/303331412/,Лосино-Петровский,3,5,3,7777777,1975,,,51 м²,"8,6 м²",Лосино-Петровский,Октябрьская ,9,
https://losino-petrovskiy.cian.ru/sale/flat/297404984/,Лосино-Петровский,3,4,3,7500000,1952,,,"40,2 м²",7 м²,Лосино-Петровский,Октябрьская ,3,
https://pushkino.cian.ru/sale/flat/302163344/,Пушкино,5,9,2,7001609,2026,Монолитно-кирпичный,"Без отделки, чистовая","31,2 м²","3,9 м²",,,,Медведково
https://khotkovo.cian.ru/sale/flat/306222925/,,2,9,1,4121600,2025,Монолитно-кирпичный,"Без отделки, предчистовая, чистовая","14,8 м²","6,9 м²",,,,
https://shchyolkovo.cian.ru/sale/flat/305269332/,Щёлково,2,3,1,3900000,2012,,,15 м²,7 м²,,Авиационная ,33,ВДНХ
https://www.cian.ru/sale/flat/303206809/,Лосино-Петровский,7,10,2,7200000,2008,,,"31,5 м²","15,7 м²",Монино рп,шоссе Новинское,2А,
https://losino-petrovskiy.cian.ru/sale/flat/285950384/,Лосино-Петровский,3,3,4,14300000,0,,,58 м²,"11,3 м²",Лосино-Петровский,Почтовый переулок,1,
https://losino-petrovskiy.cian.ru/sale/flat/307092112/,Лосино-Петровский,4,5,4,6800000,1969,,,"46,2 м²",6 м²,Лосино-Петровский, Ленина,19,
https://noginsk.cian.ru/sale/flat/304429381/,Ногинск,4,17,0,6039000,2024,,Чистовая,,,Ногинск, Юбилейная,4Б,
https://shchyolkovo.cian.ru/sale/flat/307648883/,Щёлково,16,17,2,8033440,2025,,Без отделки,,,,,к7,Железнодорожная
https://korolev.cian.ru/sale/flat/300573553/,Королёв,4,8,2,7554300,2026,,Без отделки,"24,9 м²",,,,,Щёлковская
https://shchyolkovo.cian.ru/sale/flat/307945981/,Щёлково,1,17,1,6354300,2024,Монолитно-кирпичный,Без отделки,"13,5 м²","12,3 м²",,Полевая ,4А,Гольяново
https://shchyolkovo.cian.ru/sale/flat/304069144/,Щёлково,14,20,2,12524000,2023,Монолитно-кирпичный,"Без отделки, предчистовая, черновая, чистовая","21,1 м²","29,9 м²",,Советская ,60,Первомайская
https://shchyolkovo.cian.ru/sale/flat/301881672/,Щёлково,15,17,2,7600000,2017,,,"34,9 м²","11,5 м²",,,1к2,Щёлковская
https://shchyolkovo.cian.ru/sale/flat/290170196/,Щёлково,5,5,2,6800000,1964,,,29 м²,"6,5 м²",,Парковая ,3А,Щёлковская
https://balashikha.cian.ru/sale/flat/304030241/,Балашиха,18,22,2,9350000,2012,,,19 м²,14 м²,, Свердлова,65,Щёлковская
https://www.cian.ru/sale/flat/297663429/,Лосино-Петровский,10,10,4,13700000,2006,,,90 м²,16 м²,Монино рп,шоссе Новинское,2,
https://www.cian.ru/sale/flat/306452802/,Лосино-Петровский,1,7,2,6300000,2024,,,"30,3 м²",10 м²,Монино рп, Генерала Ковачевича,7,
https://shchyolkovo.cian.ru/sale/flat/306573703/,Щёлково,7,16,2,6800000,0,,,"30,3 м²","12,1 м²",,,,
https://losino-petrovskiy.cian.ru/sale/flat/305834663/,Лосино-Петровский,13,16,2,5200000,2022,,,"41,7 м²","9,2 м²",Лосино-Петровский, Кирова,4А,
https://losino-petrovskiy.cian.ru/sale/flat/294694358/,Лосино-Петровский,11,16,2,5200000,2022,,,30 м²,"9,2 м²",Лосино-Петровский, Кирова,4А,
https://shchyolkovo.cian.ru/sale/flat/298163632/,Щёлково,4,5,2,4900000,1961,,,"29,1 м²","8,7 м²",мкр. Щелково-7,проспект 60 лет Октября,12,
https://losino-petrovskiy.cian.ru/sale/flat/308559076/,Лосино-Петровский,7,14,2,10600000,2007,,,"43,6 м²","14,3 м²",,,,
https://www.cian.ru/sale/flat/308572226/,Лосино-Петровский,5,5,2,5300000,1996,,,,"7,5 м²",д. Медвежьи Озера, Юбилейная,9,
https://odintsovo.cian.ru/sale/flat/303626645/,Одинцово,1,4,0,8508000,2024,"Монолитно-кирпичный, монолитный, кирпичный","Без отделки, предчистовая, чистовая","24,4 м²",,,,,
https://odintsovo.cian.ru/sale/flat/298490648/,Одинцово,4,4,1,7356098,2025,Монолитно-кирпичный,"Без отделки, предчистовая, чистовая","16,6 м²","8,4 м²",,,,
https://podolsk.cian.ru/sale/flat/296711019/,Подольск,2,3,2,4500000,1996,,,30 м²,9 м²,с. Сынково, Военная,1,
https://ramenskoye.cian.ru/sale/flat/304825895/,Раменское,5,19,2,6650000,2013,,,27 м²,6 м²,Залинейный, Лучистая,1,Фабричная
https://pushkino.cian.ru/sale/flat/306384595/,Пушкино,8,15,1,4562644,2026,Монолитно-кирпичный,"Без отделки, чистовая",7 м²,"3,5 м²",,,,Медведково
https://elektrostal.cian.ru/sale/flat/299948668/,Электросталь,4,4,1,3250000,1962,,,18 м²,6 м²,мкр. Северный,Первомайская ,4а,
https://losino-petrovskiy.cian.ru/sale/flat/305323155/,Лосино-Петровский,13,17,1,4370000,1994,,,17 м²,3 м²,Лосино-Петровский, Пушкина,8,
https://losino-petrovskiy.cian.ru/sale/flat/307591927/,Лосино-Петровский,15,17,1,3700000,2022,,,"15,7 м²","5,1 м²",Лосино-Петровский, Пушкина,8,
https://losino-petrovskiy.cian.ru/sale/flat/301399195/,Лосино-Петровский,13,17,1,3050000,2021,,,"16,3 м²",5 м²,Лосино-Петровский, Пушкина,8,
https://vidnoye.cian.ru/sale/flat/306174966/,Видное,2,6,0,4471830,2024,Монолитно-кирпичный,"Без отделки, предчистовая",,,,Сосновая ,15к1,Битца
https://khotkovo.cian.ru/sale/flat/305647240/,,2,9,1,3748680,2025,Монолитно-кирпичный,"Без отделки, предчистовая, чистовая",15 м²,"8,5 м²",,,,
https://khotkovo.cian.ru/sale/flat/303713307/,,7,9,1,4250070,2024,Монолитно-кирпичный,"Без отделки, черновая",,"11,6 м²",Хотьково, Михеенко,25к7,
https://pushkino.cian.ru/sale/flat/301168637/,Пушкино,6,10,1,4193808,2026,Монолитно-кирпичный,"Без отделки, чистовая","9,8 м²","3,2 м²",,,,Медведково
https://noginsk.cian.ru/sale/flat/286431520/,Ногинск,3,13,1,4000000,0,,,,,д. Щемилово, Орлова,26,
https://ivanteyevka.cian.ru/sale/flat/303482160/,Ивантеевка,15,17,1,2830000,2017,,,27 м²,,Красноармейск, Морозова,16,
https://www.cian.ru/sale/flat/306150588/,Лосино-Петровский,1,4,1,2800000,1984,,,,8 м²,,,,
https://losino-petrovskiy.cian.ru/sale/flat/295362588/,Лосино-Петровский,7,14,1,3850000,2010,,,"25,9 м²",6 м²,Свердловский рп, Народного Ополчения,2,
https://shchyolkovo.cian.ru/sale/flat/304392280/,Щёлково,3,5,1,3150000,1972,,,17 м²,"5,5 м²",, Беляева,9,Щёлковская
https://www.cian.ru/sale/flat/304132878/,Лосино-Петровский,1,9,1,3100000,1977,,,,8 м²,Монино рп, Южная,12,
https://www.cian.ru/sale/flat/306955755/,Лосино-Петровский,5,5,1,3500000,0,,,,,,,,
https://shchyolkovo.cian.ru/sale/flat/306433167/,Щёлково,7,17,1,3900000,2025,,Без отделки,"18,9 м²",,,,,
https://shchyolkovo.cian.ru/sale/flat/305185902/,Щёлково,4,4,1,3200000,1990,,,"18,4 м²","5,5 м²",,Западная ,28,Щёлковская
https://dmitrov.cian.ru/sale/flat/303579518/,Дмитров,3,16,1,3100000,2023,,Без отделки,18 м²,6 м²,д. Целеево, Пятиречье,1,
https://luhovicy.cian.ru/sale/flat/308235587/,Луховицы,1,4,1,3390000,1963,,,,6 м²,Луховицы, Нартовой,1,
https://luhovicy.cian.ru/sale/flat/308351248/,Луховицы,3,10,1,4600000,2010,,,,9 м²,Луховицы, Тимирязева,12,
https://luhovicy.cian.ru/sale/flat/298475403/,Луховицы,5,11,1,5650000,2007,,,18 м²,12 м²,Луховицы, Тимирязева,120,
https://luhovicy.cian.ru/sale/flat/308630882/,Луховицы,5,5,1,3300000,1971,,,"19,2 м²",5 м²,Луховицы, Жуковского,11А,
https://luhovicy.cian.ru/sale/flat/309057861/,Луховицы,5,5,1,3200000,1972,,,20 м²,9 м²,Луховицы, Мира,27,
https://luhovicy.cian.ru/sale/flat/301988442/,Луховицы,10,10,1,5300000,2010,,,"18,2 м²","9,4 м²",Луховицы, Тимирязева,12,
https://luhovicy.cian.ru/sale/flat/309056175/,Луховицы,9,9,1,3900000,1989,,,20 м²,8 м²,Луховицы, Тимирязева,16,
https://luhovicy.cian.ru/sale/flat/304045509/,Луховицы,1,11,1,4300000,2008,,,20 м²,9 м²,Луховицы,Первомайская ,49,
https://luhovicy.cian.ru/sale/flat/309121778/,Луховицы,6,10,1,6000000,2007,,,"20,1 м²","13,5 м²",Луховицы, Тимирязева,120,
https://luhovicy.cian.ru/sale/flat/300399182/,Луховицы,7,9,1,4500000,1984,,,17 м²,10 м²,Луховицы,Пионерская ,26,
https://luhovicy.cian.ru/sale/flat/306022606/,Луховицы,2,11,1,6300000,2018,,,17 м²,"14,1 м²",Луховицы,переулок Учебный,5,
https://luhovicy.cian.ru/sale/flat/302250784/,Луховицы,9,9,1,3500000,1992,,,"17,3 м²","8,1 м²",Луховицы, Пушкина,174,
https://luhovicy.cian.ru/sale/flat/302201587/,Луховицы,1,5,1,4050000,1975,,,"17,1 м²","7,4 м²",Луховицы, Мира,23,
https://luhovicy.cian.ru/sale/flat/302737676/,Луховицы,1,11,1,4200000,2008,,,,9 м²,Луховицы,Первомайская ,49,
https://noginsk.cian.ru/sale/flat/304429434/,Ногинск,2,17,0,4216000,2024,,Предчистовая,,,Ногинск, Юбилейная,4Б,
https://khotkovo.cian.ru/sale/flat/305647239/,,2,9,1,4200000,2025,Монолитно-кирпичный,"Без отделки, предчистовая, чистовая",15 м²,"8,5 м²",,,,
https://serpukhov.cian.ru/sale/flat/305386955/,Серпухов,3,9,2,3300000,1987,,,32 м²,8 м²,пос. Оболенск,проспект Биологов,1,
https://luhovicy.cian.ru/sale/flat/308275530/,Луховицы,1,5,2,3850000,0,,,,6 м²,Луховицы, Гайдара,3,
https://luhovicy.cian.ru/sale/flat/308706725/,Луховицы,2,5,2,3600000,1966,,,,6 м²,Луховицы, Жуковского,5,
https://luhovicy.cian.ru/sale/flat/306749179/,Луховицы,1,5,2,5100000,1971,,,28 м²,6 м²,Луховицы, Жуковского,25,
https://luhovicy.cian.ru/sale/flat/309038958/,Луховицы,4,5,2,3990000,1972,,,,7 м²,Луховицы, Мира,32,
https://zaraysk.cian.ru/sale/flat/308382579/,,5,5,2,3900000,1968,,,31 м²,"6,5 м²",,,,
https://luhovicy.cian.ru/sale/flat/307454048/,Луховицы,2,4,2,4390000,1964,,,30 м²,5 м²,Луховицы, Нартовой,3,
https://voskresensk.cian.ru/sale/flat/307412802/,Воскресенск,3,16,1,4150000,2014,,,14 м²,3 м²,Новлянский мкр, Кагана,19,
https://luhovicy.cian.ru/sale/flat/305640115/,Луховицы,3,3,2,3500000,1995,,,30 м²,8 м²,Луховицы,Зеленая ,104,
https://luhovicy.cian.ru/sale/flat/304644565/,Луховицы,2,3,2,5575000,1953,,,,10 м²,Луховицы, 40 лет Октября,36/7,
https://luhovicy.cian.ru/sale/flat/299784052/,Луховицы,2,4,2,5100000,1964,,,40 м²,12 м²,Луховицы, Жуковского,1,
https://luhovicy.cian.ru/sale/flat/305677349/,Луховицы,3,5,2,4500000,0,,,23 м²,9 м²,Луховицы, Тимирязева,8,
https://luhovicy.cian.ru/sale/flat/303053104/,Луховицы,3,5,2,5600000,1987,,,33 м²,8 м²,Луховицы, Жуковского,44,
https://luhovicy.cian.ru/sale/flat/305981310/,Луховицы,5,5,2,4200000,1970,,,33 м²,6 м²,Луховицы, Жуковского,29А,
https://luhovicy.cian.ru/sale/flat/304618272/,Луховицы,5,5,2,3850000,1971,,,28 м²,6 м²,Луховицы, Горького,1А,
https://luhovicy.cian.ru/sale/flat/286736380/,Луховицы,3,5,2,4700000,0,,,"29,9 м²",9 м²,Луховицы, Тимирязева,8,
https://luhovicy.cian.ru/sale/flat/308351219/,Луховицы,1,4,2,3200000,1964,,,27 м²,"5,5 м²",Луховицы, Нартовой,3,
https://luhovicy.cian.ru/sale/flat/301430292/,Луховицы,1,9,2,3350000,1984,,,,,Луховицы, Островского,10,
https://luhovicy.cian.ru/sale/flat/308498608/,Луховицы,1,4,2,3900000,1962,,,,7 м²,Луховицы, Воробьева,11,
https://luhovicy.cian.ru/sale/flat/308262083/,Луховицы,5,5,2,3600000,1971,,,"29,9 м²",6 м²,Луховицы, Гайдара,5,
https://luhovicy.cian.ru/sale/flat/305869310/,Луховицы,6,9,2,5100000,0,,,,,Луховицы,Пионерская ,30,
https://luhovicy.cian.ru/sale/flat/304638740/,Луховицы,5,5,2,4800000,1980,,,30 м²,6 м²,Луховицы,Первомайская ,16а,
https://luhovicy.cian.ru/sale/flat/307057248/,Луховицы,4,5,2,4650000,1966,,,,6 м²,Луховицы, Жуковского,5,
